0.0 -12555 
39801.0 -463701 
2433.5 -47667 
1422.0 -34675 
3790.5 -90123 
3146.0 -77131 
4517.5 -145123 
9820.5 -226393 
14269.0 -291493 
7676.5 -201907 
9957.5 -238905 
37089.5 -450362 
36573.0 -438813 
23782.5 -387022 
6801.0 -189268 
19464.5 -344860 
6789.0 -182296 
16366.5 -311104 
6037.5 -170754 
6156.5 -176276 
17448.0 -319277 
17507.5 -324048 
23745.5 -378307 
22641.5 -374078 
12642.0 -267312 
11584.5 -263086 
30553.5 -421930 
31451.5 -430108 
30717.0 -426169 
13517.5 -279951 
10709.0 -250447 
12725.5 -276030 
11501.0 -254368 
20960.0 -354890 
21146.0 -364048 
20005.0 -351104 
22101.0 -367834 
24977.5 -398966 
26130.5 -401281 
19003.0 -334078 
18323.5 -331916 
30540.5 -417469 
28704.5 -416769 
15144.5 -304132 
16351.5 -305447 
26485.5 -411910 
27325.5 -413225 
8817.5 -214851 
8428.0 -213449 
5162.0 -158115 
