0.0 -12555 
2433.5 -47667 
1422.0 -34675 
3790.5 -90123 
3146.0 -77131 
4517.5 -145123 
29136.0 -426169 
5162.0 -158115 
14269.0 -291493 
9569.0 -226393 
9957.5 -238905 
37749.5 -463701 
33899.0 -454996 
26689.5 -403195 
23060.0 -376297 
7942.0 -202212 
15144.5 -304132 
16784.5 -311104 
6789.0 -182296 
7664.5 -194935 
6801.0 -189268 
17809.5 -324048 
17492.5 -318391 
6037.5 -170754 
6156.5 -176276 
12642.0 -267312 
19145.0 -335946 
18951.0 -332221 
21587.5 -355195 
21781.5 -358920 
22463.0 -367834 
22273.0 -364755 
24090.0 -388936 
26187.5 -390556 
12725.5 -276030 
11501.0 -254368 
19464.5 -344860 
28260.5 -413530 
26788.0 -411910 
31710.0 -441657 
33023.5 -442357 
8817.5 -214851 
8428.0 -213449 
13517.5 -279951 
10709.0 -250447 
13128.0 -278549 
11098.5 -251849 
20641.0 -348195 
20446.0 -347022 
11584.5 -263086 
