0.0 -12555 
2433.5 -47667 
1422.0 -34675 
3146.0 -77131 
4931.5 -103067 
3790.5 -90123 
5162.0 -158115 
21146.0 -364048 
32430.5 -441657 
14269.0 -291493 
9957.5 -238905 
40243.0 -463701 
34881.5 -454996 
15144.5 -304132 
16632.0 -311409 
20688.5 -351409 
19464.5 -344860 
6789.0 -182296 
6801.0 -189268 
6037.5 -170754 
6156.5 -176276 
7745.0 -195113 
17925.5 -324048 
17448.0 -319277 
28884.5 -426169 
31121.5 -430108 
11584.5 -263086 
11501.0 -254368 
22703.0 -375992 
23684.0 -378307 
18589.0 -332221 
12725.5 -276030 
23782.5 -387022 
8193.5 -202212 
7783.5 -200457 
26118.5 -411910 
27325.5 -413225 
12642.0 -267312 
13517.5 -279951 
12483.5 -265557 
13359.0 -278196 
25051.0 -390251 
24034.0 -388936 
19335.0 -335946 
19268.5 -334383 
9069.0 -214851 
8428.0 -213449 
10709.0 -250447 
11350.0 -251849 
9820.5 -226393 
