0.0 -12555 
2433.5 -47667 
1422.0 -34675 
3790.5 -90123 
3146.0 -77131 
7549.0 -189220 
4517.5 -145123 
21081.0 -351811 
14636.0 -291493 
7924.0 -201907 
8795.0 -213449 
5393.0 -157762 
9313.0 -225913 
22708.0 -375992 
23517.5 -388936 
36886.0 -463701 
33658.0 -454996 
6156.5 -176276 
6144.5 -169304 
16667.5 -311409 
28439.5 -418683 
18485.0 -325473 
25642.0 -398966 
26227.5 -403195 
11732.0 -254015 
10940.0 -250094 
11951.5 -263086 
12376.5 -267007 
31151.0 -432022 
29131.0 -426169 
30266.5 -428713 
18690.5 -331916 
19304.0 -334383 
12725.5 -276030 
10856.5 -241376 
15180.0 -304132 
16652.5 -305752 
17679.0 -318924 
18204.5 -320679 
26451.5 -411910 
27692.5 -413225 
19554.5 -339867 
19360.5 -338112 
13517.5 -279951 
10064.5 -237455 
13359.0 -278196 
10223.0 -239210 
21146.0 -364048 
22473.5 -364755 
31769.5 -441657 
