0.0 -12555 
2433.5 -47667 
1422.0 -34675 
3790.5 -90123 
3146.0 -77131 
4517.5 -145123 
5162.0 -158115 
9820.5 -226393 
14269.0 -291493 
9957.5 -238905 
23482.0 -388936 
36565.0 -463701 
33588.5 -454996 
22606.5 -376297 
15144.5 -304132 
16366.5 -311104 
7676.5 -201907 
19464.5 -344860 
6789.0 -182296 
7664.5 -194935 
6801.0 -189268 
17507.5 -324048 
17492.5 -318391 
6156.5 -176276 
19129.5 -338465 
12642.0 -267312 
11584.5 -263086 
24977.5 -398966 
25830.0 -403195 
21146.0 -364048 
22398.5 -367834 
20960.0 -354890 
20005.0 -351104 
30197.0 -428713 
28714.0 -426169 
28209.5 -413530 
26118.5 -411910 
12725.5 -276030 
11501.0 -254368 
18323.5 -331916 
19003.0 -334078 
8817.5 -214851 
8428.0 -213449 
13517.5 -279951 
10709.0 -250447 
13128.0 -278549 
11098.5 -251849 
32196.0 -442052 
31040.5 -441657 
6037.5 -170754 
