2433.5 -47667 
1422.0 -34675 
3790.5 -90123 
3146.0 -77131 
4517.5 -145123 
5162.0 -158115 
9957.5 -238905 
9082.0 -226266 
38761.5 -463701 
33406.5 -454996 
31040.5 -441657 
22341.0 -375992 
18323.5 -331916 
15144.5 -304132 
16632.0 -311409 
19464.5 -344860 
30403.0 -432022 
28833.5 -426169 
6789.0 -182296 
6801.0 -189268 
7664.5 -194935 
6037.5 -170754 
6156.5 -176276 
28771.0 -418683 
17507.5 -324048 
17448.0 -319277 
12642.0 -267312 
11584.5 -263086 
25275.0 -398966 
25830.0 -403195 
13517.5 -279951 
12725.5 -276030 
21146.0 -364048 
22101.0 -367834 
11501.0 -254368 
26118.5 -411910 
27958.0 -413530 
23482.0 -388936 
24689.0 -390251 
10709.0 -250447 
11465.5 -251849 
8853.0 -214851 
8428.0 -213449 
20714.0 -351811 
20005.0 -351104 
8193.5 -202212 
7676.5 -201907 
14269.0 -291493 
14003.5 -291188 
0.0 -12555 
