0.0 -12555 
2433.5 -47667 
1422.0 -34675 
3790.5 -90123 
3146.0 -77131 
4517.5 -145123 
5162.0 -158115 
23089.0 -375944 
21513.0 -364048 
14269.0 -291493 
8428.0 -213449 
9082.0 -226266 
32316.5 -442052 
36685.5 -463701 
33457.5 -454996 
8193.5 -202212 
19831.5 -344860 
19778.5 -338112 
6789.0 -182296 
7664.5 -194935 
6037.5 -170754 
6156.5 -176276 
16728.5 -311104 
19300.0 -331916 
25725.5 -398918 
26578.0 -403195 
11850.0 -263391 
12642.0 -267312 
13769.0 -279951 
13092.5 -276030 
17759.0 -324048 
19120.0 -327106 
31204.5 -432022 
29214.5 -426169 
30974.0 -428713 
11098.5 -251849 
11732.0 -254015 
26783.0 -411910 
28339.0 -413530 
23765.0 -388936 
25437.0 -390203 
15396.0 -304132 
16617.0 -305752 
29152.0 -418683 
29122.5 -416769 
10223.0 -239210 
10064.5 -237455 
21462.0 -351763 
20753.0 -351056 
6801.0 -189268 
