7863.0 -115706 
9516.5 -139887 
19666.5 -292006 
16125.5 -291140 
14081.0 -239032 
9516.5 -139887 
21622.0 -306628 
17985.0 -287238 
14633.5 -208038 
14633.5 -208038 
12663.0 -183857 
7053.5 -89770 
30507.5 -255498 
20149.0 -249192 
21018.5 -295064 
7863.0 -115706 
9102.0 -165423 
12663.0 -183857 
12021.0 -214851 
9516.5 -139887 
27107.0 -251506 
8742.5 -115706 
9516.5 -139887 
5496.5 -60306 
7698.0 -102762 
17712.5 -276030 
12056.5 -214851 
16135.5 -276030 
13991.5 -239032 
23072.5 -254856 
13561.5 -239032 
9548.5 -183698 
9548.5 -183698 
21202.5 -302136 
12056.5 -214851 
12021.0 -214851 
4101.5 -47314 
19243.5 -308248 
9548.5 -183698 
4101.5 -47314 
9548.5 -183698 
12663.0 -183857 
9516.5 -139887 
9516.5 -139887 
13991.5 -239032 
17708.0 -292895 
11303.5 -207879 
4101.5 -47314 
16135.5 -276030 
9548.5 -183698 
8742.5 -115706 
9548.5 -183698 
9516.5 -139887 
8874.5 -115706 
14633.5 -208038 
10377.5 -207879 
12663.0 -183857 
13991.5 -239032 
13218.5 -239032 
12021.0 -214851 
21596.5 -295064 
4101.5 -47314 
12021.0 -214851 
8742.5 -115706 
7566.0 -102762 
8742.5 -115706 
12056.5 -214851 
12021.0 -214851 
14812.0 -276030 
12663.0 -183857 
4101.5 -47314 
9548.5 -183698 
9548.5 -183698 
12021.0 -214851 
12021.0 -214851 
26146.0 -292360 
9516.5 -139887 
7053.5 -89770 
12021.0 -214851 
22994.5 -243172 
8014.5 -182248 
7053.5 -89770 
13991.5 -239032 
13991.5 -239032 
9516.5 -139887 
11385.0 -213401 
9548.5 -183698 
13991.5 -239032 
21390.5 -288467 
22142.0 -287867 
14633.5 -208038 
12021.0 -214851 
12021.0 -214851 
12021.0 -214851 
7483.5 -115706 
23244.5 -263984 
14812.0 -276030 
16868.0 -276030 
17787.0 -274775 
13561.5 -239032 
20765.5 -253803 
9516.5 -139887 
14633.5 -208038 
4101.5 -47314 
14665.5 -251849 
15894.0 -272979 
12146.5 -203920 
9548.5 -183698 
12021.0 -214851 
5496.5 -60306 
17814.5 -299867 
16997.5 -261424 
12663.0 -183857 
7053.5 -89770 
12021.0 -214851 
12056.5 -214851 
12056.5 -214851 
14665.5 -251849 
17297.5 -263586 
9516.5 -139887 
12021.0 -214851 
14081.0 -239032 
20968.5 -282774 
14633.5 -208038 
14665.5 -251849 
7566.0 -102762 
13991.5 -239032 
9548.5 -183698 
12056.5 -214851 
12663.0 -183857 
7698.0 -102762 
14633.5 -208038 
12663.0 -183857 
20058.0 -300721 
13608.0 -240918 
9548.5 -183698 
12663.0 -183857 
12663.0 -183857 
7053.5 -89770 
9516.5 -139887 
12846.5 -250399 
12021.0 -214851 
7483.5 -115706 
8742.5 -115706 
9548.5 -183698 
14633.5 -208038 
11385.0 -213401 
26919.0 -302383 
9516.5 -139887 
12021.0 -214851 
9548.5 -183698 
4101.5 -47314 
9516.5 -139887 
17513.5 -276534 
19063.0 -311022 
11119.5 -214851 
9516.5 -139887 
12056.5 -214851 
13991.5 -239032 
12698.5 -183857 
12056.5 -214851 
16842.5 -271765 
13904.0 -214851 
8742.5 -115706 
8742.5 -115706 
9548.5 -183698 
10667.0 -207879 
14598.5 -276030 
12021.0 -214851 
14081.0 -239032 
12021.0 -214851 
12663.0 -183857 
9548.5 -183698 
15191.5 -276030 
15738.0 -251849 
17907.5 -271772 
12056.5 -214851 
13991.5 -239032 
12663.0 -183857 
12663.0 -183857 
9516.5 -139887 
17927.0 -305399 
25854.0 -230328 
11385.0 -213401 
12663.0 -183857 
22173.5 -272190 
14633.5 -208038 
12021.0 -214851 
14812.0 -276030 
16089.0 -304132 
12021.0 -214851 
14665.5 -251849 
4101.5 -47314 
10198.0 -194887 
12021.0 -214851 
12663.0 -183857 
12021.0 -214851 
13991.5 -239032 
9516.5 -139887 
5496.5 -60306 
