0.0 -12555 
2433.5 -47667 
1422.0 -34675 
4517.5 -145123 
3146.0 -77131 
5162.0 -158115 
9082.0 -226266 
31597.5 -441657 
9957.5 -238905 
8428.0 -213449 
22341.0 -375992 
37995.5 -463701 
33596.5 -454996 
15396.0 -304132 
6801.0 -189268 
18323.5 -331916 
19129.5 -338465 
19464.5 -344860 
6789.0 -182296 
6037.5 -170754 
6156.5 -176276 
28961.0 -418683 
17874.5 -324048 
17448.0 -319277 
25243.0 -399271 
26444.5 -403195 
13769.0 -279951 
12725.5 -276030 
20270.5 -351409 
12376.5 -267007 
11951.5 -263086 
29023.5 -426169 
24102.0 -386327 
24640.0 -388936 
26675.5 -411910 
28916.0 -413177 
11868.0 -254368 
10709.0 -250447 
11350.0 -251849 
30893.5 -430108 
30532.0 -429018 
14977.0 -291493 
14003.5 -291188 
17250.5 -311409 
16366.5 -311104 
3790.5 -90123 
3790.5 -90123 
7676.5 -201907 
21146.0 -364048 
35037.0 -454996 
