0.0 -12555 
2433.5 -47667 
1422.0 -34675 
3790.5 -90123 
3146.0 -77131 
4517.5 -145123 
14606.5 -291493 
9082.0 -226266 
36936.5 -463701 
34305.5 -454996 
17543.0 -324048 
15482.0 -304132 
16969.5 -311409 
6801.0 -189268 
6789.0 -182296 
6037.5 -170754 
21998.5 -363000 
22438.5 -367834 
20921.5 -351104 
10709.0 -250447 
11501.0 -254368 
11850.0 -263391 
12642.0 -267312 
26266.0 -389349 
24120.0 -387022 
19672.0 -334078 
18625.5 -331916 
19802.0 -344860 
20481.5 -347022 
13027.5 -276030 
26456.0 -411910 
27893.0 -413530 
23355.5 -375992 
23310.5 -374078 
30919.0 -426869 
29152.0 -426169 
13855.0 -279951 
13359.0 -278196 
8817.5 -214851 
8428.0 -213449 
31342.5 -441657 
32953.5 -442357 
32567.5 -442052 
7676.5 -201907 
7977.5 -202212 
9957.5 -238905 
10223.0 -239210 
5162.0 -158115 
5162.0 -158115 
6156.5 -176276 
