0.0 -12555 
2433.5 -47667 
1422.0 -34675 
3790.5 -90123 
3146.0 -77131 
4517.5 -145123 
14269.0 -291493 
7676.5 -201907 
9957.5 -238905 
5162.0 -158115 
36841.0 -463701 
33613.0 -454996 
6801.0 -189268 
6144.5 -169304 
18323.5 -331916 
19129.5 -338465 
19464.5 -344860 
6789.0 -182296 
6156.5 -176276 
16632.0 -311409 
17507.5 -324048 
17448.0 -319277 
12642.0 -267312 
11584.5 -263086 
23684.0 -378307 
22641.5 -374078 
13517.5 -279951 
10709.0 -250447 
12725.5 -276030 
11501.0 -254368 
21146.0 -364048 
22291.0 -367834 
25433.0 -399271 
25830.0 -403195 
28466.5 -426169 
31070.5 -432022 
30832.5 -429018 
27781.0 -413530 
26308.5 -411910 
15144.5 -304132 
16617.0 -305752 
24149.5 -388936 
23782.5 -387022 
8428.0 -213449 
8817.5 -214851 
32831.5 -442357 
31708.0 -441657 
9569.0 -226393 
9082.0 -226266 
20270.5 -351409 
